Class,Message
ham,Yes but can we meet in town cos will go to gep and then home. You could text at bus stop. And don't worry we'll have finished by march … ish!
ham,"Fuck babe ... I miss you already, you know ? Can't you let me send you some money towards your net ? I need you ... I want you ... I crave you ..."
ham,"Beautiful Truth against Gravity.. Read carefully: ""Our heart feels light when someone is in it.. But it feels very heavy when someone leaves it.."" GOOD NIGHT"
spam,Urgent! Your loan is pre-approved. Apply now to secure the best rates: bit.ly/9816
spam,Claim your exclusive reward by clicking here: bit.ly/5543. Act fast!
spam,Congratulations! You won $5000. Click here to claim your prize: bit.ly/7205
ham,K:)k:)what are detail you want to transfer?acc no enough?
spam,Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066 TnCs www.Ldew.com1win150ppmx3age16
ham,Sleeping nt feeling well
ham,Eh den sat u book e kb liao huh...
ham,Hey so this sat are we going for the intro pilates only? Or the kickboxing too?
ham,U call me alter at 11 ok.
ham,"Single line with a big meaning::::: ""Miss anything 4 ur ""Best Life"" but, don't miss ur best life for anything... Gud nyt..."
ham,Can't take any major roles in community outreach. You rock mel
spam,Limited time offer! Get 81% off on all products. Use code SPAM23 at checkout.
spam,"HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870..k"
spam,Claim your exclusive reward by clicking here: bit.ly/9758. Act fast!
ham,Thats cool! I am a gentleman and will treat you with dignity and respect.
spam,"Hi babe its Jordan, how r u? Im home from abroad and lonely, text me back if u wanna chat xxSP visionsms.com Text stop to stopCost 150p 08712400603"
ham,U dun say so early hor... U c already then say...
spam,Your account has been compromised! Reset your password here: bit.ly/2574
spam,You won 2 free tickets to an exclusive event! RSVP at: bit.ly/4514
ham,Carlos says he'll be at mu in  &lt;#&gt;  minutes
spam,PRIVATE! Your 2003 Account Statement for 07808 XXXXXX shows 800 un-redeemed S. I. M. points. Call 08719899217 Identifier Code: 41685 Expires 07/11/04
spam,Claim your exclusive reward by clicking here: bit.ly/4828. Act fast!
spam,URGENT! Your Mobile number has been awarded with a £2000 prize GUARANTEED. Call 09058094454 from land line. Claim 3030. Valid 12hrs only
ham,Lol no. U can trust me.
ham,Okay name ur price as long as its legal! Wen can I pick them up? Y u ave x ams xx
ham,Yes i think so. I am in office but my lap is in room i think thats on for the last few days. I didnt shut that down
ham,"Cool, text me when you're parked"
ham,"My painful personal thought- ""I always try to keep everybody happy all the time. But nobody recognises me when i am alone"""
ham,K..i deleted my contact that why?
ham,Is that what time you want me to come?
ham,"Probably, want to pick up more?"
ham,Will it help if we propose going back again tomorrow
spam,Get a free trial subscription to our premium service. Offer ends soon! Visit: bit.ly/7225
spam,"Congrats! 2 mobile 3G Videophones R yours. call 09061744553 now! videochat wid ur mates, play java games, Dload polyH music, noline rentl. bx420. ip4. 5we. 150pm"
ham,Lovely smell on this bus and it ain't tobacco...
ham,K tell me anything about you.
ham,That one week leave i put know that time. Why.
spam,Your account has been compromised! Reset your password here: bit.ly/8123
spam,Enjoy the jamster videosound gold club with your credits for 2 new videosounds+2 logos+musicnews! get more fun from jamster.co.uk! 16+only Help? call: 09701213186
ham,I have lost 10 kilos as of today!
spam,"Spook up your mob with a Halloween collection of a logo & pic message plus a free eerie tone, txt CARD SPOOK to 8007 zed 08701417012150p per logo/pic"
ham,Pls speak to that customer machan.
ham,Jus telling u dat i'll b leaving 4 shanghai on 21st instead so we'll haf more time 2 meet up cya...
spam,Call 09095350301 and send our girls into erotic ecstacy. Just 60p/min. To stop texts call 08712460324 (nat rate)
spam,"This is the 2nd time we have tried 2 contact u. U have won the 750 Pound prize. 2 claim is easy, call 08718726970 NOW! Only 10p per min. BT-national-rate"
spam,Good Luck! Draw takes place 28th Feb 06. Good Luck! For removal send STOP to 87239 customer services 08708034412
ham,"(No promises on when though, haven't even gotten dinner yet)"
spam,Claim your exclusive reward by clicking here: bit.ly/6997. Act fast!
spam,More people are dogging in your area now. Call 09090204448 and join like minded guys. Why not arrange 1 yourself. There's 1 this evening. A£1.50 minAPN LS278BB
ham,"Almost there, see u in a sec"
ham,"Haha good to hear, I'm officially paid and on the market for an 8th"
spam,Your account has been compromised! Reset your password here: bit.ly/3979
ham,For my family happiness..
ham,I.ll post her out l8r. In class
ham,MY NO. IN LUTON 0125698789 RING ME IF UR AROUND! H*
spam,You have been selected for a cash prize of $225. Respond with 'YES' to claim.
ham,Theyre doing it to lots of places. Only hospitals and medical places are safe.
spam,You have been selected for a cash prize of $1556. Respond with 'YES' to claim.
spam,New job alert! Earn $250/day from home. No experience needed. Apply now!
ham,"Since when, which side, any fever, any vomitin."
spam,"FreeMsg Why haven't you replied to my text? I'm Randy, sexy, female and live local. Luv to hear from u. Netcollex Ltd 08700621170150p per msg reply Stop to end"
ham,Call to the number which is available in appointment. And ask to connect the call to waheed fathima.
spam,Get a free trial subscription to our premium service. Offer ends soon! Visit: bit.ly/3672
spam,Monthly password for wap. mobsi.com is 391784. Use your wap phone not PC.
spam,HMV BONUS SPECIAL 500 pounds of genuine HMV vouchers to be won. Just answer 4 easy questions. Play Now! Send HMV to 86688 More info:www.100percent-real.com
ham,Ok i go change also...
ham,Dunno lei... I thk mum lazy to go out... I neva ask her yet...
ham,"Sorry, I'll call later in meeting any thing related to trade please call Arul. &lt;#&gt;"
spam,Congratulations! You won $5000. Click here to claim your prize: bit.ly/1722
spam,Your account has been compromised! Reset your password here: bit.ly/8274
ham,But if she.s drinkin i'm ok.
ham,K:)k.are you in college?
spam,"This is the 2nd attempt to contract U, you have won this weeks top prize of either £1000 cash or £200 prize. Just call 09066361921"
ham,Yup next stop.
spam,New TEXTBUDDY Chat 2 horny guys in ur area 4 just 25p Free 2 receive Search postcode or at gaytextbuddy.com. TXT ONE name to 89693
ham,"Well, i'm gonna finish my bath now. Have a good...fine night."
spam,"Your free ringtone is waiting to be collected. Simply text the password ""MIX"" to 85069 to verify. Get Usher and Britney. FML, PO Box 5249, MK17 92H. 450Ppw 16"
ham,"Thank you so much. When we skyped wit kz and sura, we didnt get the pleasure of your company. Hope you are good. We've given you ultimatum oh! We are countin down to aburo. Enjoy! This is the message i sent days ago"
spam,Limited time offer! Get 69% off on all products. Use code SPAM27 at checkout.
ham,Hey.. Something came up last min.. Think i wun be signing up tmr.. Hee
ham,I know she called me
spam,Urgent Ur £500 guaranteed award is still unclaimed! Call 09066368327 NOW closingdate04/09/02 claimcode M39M51 £1.50pmmorefrommobile2Bremoved-MobyPOBox734LS27YF
ham,Mind blastin.. No more Tsunamis will occur from now on.. Rajnikant stopped swimming in Indian Ocean..:-D
ham,Can ü call me at 10:10 to make sure dat i've woken up...
ham,(That said can you text him one more time?)
spam,Limited time offer! Get 11% off on all products. Use code SPAM66 at checkout.
ham,Why do you ask princess?
ham,I love working from home :)
spam,Limited time offer! Get 88% off on all products. Use code SPAM40 at checkout.
ham,Hey i booked the kb on sat already... what other lessons are we going for ah? Keep your sat night free we need to meet and confirm our lodging
ham,I'll let you know when it kicks in
ham,Howz pain?hope u r fine..
ham,"Hey sweet, I was wondering when you had a moment if you might come to me ? I want to send a file to someone but it won't go over yahoo for them because their connection sucks, remember when you set up that page for me to go to and download the format disc ? Could you tell me how to do that ? Or do you know some other way to download big files ? Because they can download stuff directly from the internet. Any help would be great, my prey ... *teasing kiss*"
ham,Dis is yijue. I jus saw ur mail. In case huiming havent sent u my num. Dis is my num.
spam,SMS AUCTION - A BRAND NEW Nokia 7250 is up 4 auction today! Auction is FREE 2 join & take part! Txt NOKIA to 86021 now! HG/Suite342/2Lands Row/W1J6HL
spam,New job alert! Earn $3328/day from home. No experience needed. Apply now!
spam,Urgent! Your loan is pre-approved. Apply now to secure the best rates: bit.ly/9684
ham,"Nothing. I meant that once the money enters your account here, the bank will remove its flat rate. Someone transfered  &lt;#&gt;  to my account and  &lt;#&gt; dollars got removed. So the banks differ and charges also differ.be sure you trust the 9ja person you are sending account details to cos..."
spam,Todays Voda numbers ending with 7634 are selected to receive a £350 reward. If you have a match please call 08712300220 quoting claim code 7684 standard rates apply.
spam,"You are guaranteed the latest Nokia Phone, a 40GB iPod MP3 player or a £500 prize! Txt word: COLLECT to No: 83355! IBHltd LdnW15H 150p/Mtmsgrcvd18+"
ham,Shall i start from hear.
ham,"We have sent JD for Customer Service cum Accounts Executive to ur mail id, For details contact us"
spam,Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066
ham,You busy or can I come by at some point and figure out what we're doing tomorrow
ham,"""alright babe, justthought i’d sayhey! how u doin?nearly the endof me wk offdam nevamind!We will have 2Hook up sn if uwant m8? loveJen x."""
ham,So why didnt you holla?
ham,I am waiting machan. Call me once you free.
ham,All sounds good. Fingers . Makes it difficult to type
ham,"Sorry, I'll call later"
spam,"URGENT! Your mobile No 07xxxxxxxxx won a £2,000 bonus caller prize on 02/06/03! this is the 2nd attempt to reach YOU! call 09066362231 ASAP! BOX97N7QP, 150PPM"
ham,"OH MR SHEFFIELD! You wanna play THAT game, okay. You're the boss and I'm the nanny. You give me a raise and I'll give YOU one!!"
spam,Knock Knock Txt whose there to 80082 to enter r weekly draw 4 a £250 gift voucher 4 a store of yr choice. T&Cs www.tkls.com age16 to stoptxtstop£1.50/week
ham,Keep yourself safe for me because I need you and I miss you already and I envy everyone that see's you in real life
spam,Your package is on hold due to unpaid charges. Pay now: bit.ly/4560
ham,K I'll be there before 4.
ham,Do you want bold 2 or bb torch
ham,Oh just getting even with u.... u?
spam,New job alert! Earn $2948/day from home. No experience needed. Apply now!
spam,Claim your exclusive reward by clicking here: bit.ly/9245. Act fast!
spam,"URGENT! Your mobile No *********** WON a £2,000 Bonus Caller Prize on 02/06/03! This is the 2nd attempt to reach YOU! Call 09066362220 ASAP! BOX97N7QP, 150ppm"
ham,K..k..i'm also fine:)when will you complete the course?
ham,Oooh bed ridden ey? What are YOU thinking of?
spam,8007 FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 8007 Get txting and tell ur mates www.getzed.co.uk POBox 36504 W4 5WQ norm 150p/tone 16+
ham,Hope ur head doesn't hurt 2 much ! Am ploughing my way through a pile of ironing ! Staying in with a chinky tonight come round if you like.
ham,Ahhh. Work. I vaguely remember that! What does it feel like? Lol
spam,<Forwarded from 448712404000>Please CALL 08712404000 immediately as there is an urgent message waiting for you.
ham,Hey hun-onbus goin 2 meet him. He wants 2go out 4a meal but I donyt feel like it cuz have 2 get last bus home!But hes sweet latelyxxx
spam,You have been selected for a cash prize of $2433. Respond with 'YES' to claim.
spam,FROM 88066 LOST £12 HELP
ham,I will see in half an hour
spam,"Urgent UR awarded a complimentary trip to EuroDisinc Trav, Aco&Entry41 Or £1000. To claim txt DIS to 87121 18+6*£1.50(moreFrmMob. ShrAcomOrSglSuplt)10, LS1 3AJ"
ham,K:)k:)good:)study well.
